utteranceID,Group,CPS_CONST_SharesU_Situation,CPS_CONST_SharesU_CorrectSolutions,CPS_CONST_SharesU_IncorrectSolutions,CPS_CONST_EstablishesCG_Confirms,CPS_CONST_EstablishesCG_Interrupts,CPS_NEG_Responds_Reasons,CPS_NEG_Responds_QuestionsOthers,CPS_NEG_Responds_Responds,CPS_NEG_MonitorsE_Results,CPS_NEG_MonitorsE_Strategizes,CPS_NEG_MonitorsE_Save,CPS_NEG_MonitorsE_GivingUp,CPS_MAINTAIN_Initiative_Suggestions,CPS_MAINTAIN_Initiative_Compliments,CPS_MAINTAIN_Initiative_Criticizes,CPS_MAINTAIN_FulfillsR_Support,CPS_MAINTAIN_FulfillsR_Apologizes,CPS_MAINTAIN_FulfillsR_InitiatesOffTopic,CPS_MAINTAIN_FulfillsR_JoinsOffTopic,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
Group_03_270,Group_03,,,,,1,,,,,,,,,,,,,,,29.109846,0.2967681,18.530573,33.105083,35.826912,17.296339,234.51172,191.10904,92.89606,149.20015,0.284585,0.5650144,0.123495445,0.2534072,0.39816338,0.27466792,5.63803,2.7110577,2.9405472,1.4647503,0.1488003,0.75224996,17.810894,0.7915387,18.02368,0.6723783,11.265434,1.0709159,3.053625,3.842884,0.06394081,1.6944016,1.3645124,0.6625356,4.2434974,1.3688216,13.996947,1.2608101,27.942196,0.28795764,466.4606,0.37104654,1146.5372,0.16952561,-100.48748,-0.90620255,1567.7509,0.13825229,877.83734,0.48498103,-105.31746,-0.7732791,2649.3184,0.07374322,786.9612,0.47197226,-108.25383,-0.7261997,-18.093182,-0.35953623,27.73616,0.28315994,0.002827277,13.330426,-0.012142984,-0.6575349,0.17462422,0.49410093,23.983603,0.40302426,14.204653,0.80739474,16.325253,0.7976028,-1.8500749,-5.6288805,-15.659133,23.256487,-0.03437051,-0.008487559,0.1256589,3.7974684,3.0434783,0.17285715,0.13231069,0.114999995,0.11736694,-40.133354
Group_03_271,Group_03,1,1,,,,,,,,,,,,,,,,,,31.07187,0.255282,21.887552,34.43649,37.578117,15.690565,285.0696,296.36508,134.9607,123.87703,0.590012,0.6278309,0.26972473,0.4898658,0.93583125,0.6661065,6.4785933,4.003804,4.543239,2.822217,0.28957266,0.74039406,23.179089,0.43924457,4.9216075,3.0112576,13.449296,1.1452479,-4.1806936,-3.762085,0.07202554,1.6562544,1.3690221,0.68800086,4.901604,1.0821282,6.523351,2.4358935,17.671785,0.6672277,535.1116,0.4173304,1186.3561,0.22084184,-46.63166,-1.6610551,1636.7715,0.1559841,834.2637,0.50124305,-52.676292,-1.2687435,2683.5981,0.097551465,809.4358,0.47243154,-53.71985,-1.2347295,-14.498056,-0.45580512,23.091972,0.36211818,0.01322555,3.0825071,-0.017660584,-0.57459044,0.31760088,0.7044278,25.460262,0.3211754,3.9999547,3.6379473,13.91427,1.1738001,-6.6890025,-2.3066049,-11.901749,19.825508,-0.028249407,-0.008452341,0.16246057,3.5860655,2.5746653,0.3084,0.21741536,0.0768421,0.0544883,-32.985146
Group_03_272,Group_03,1,1,,,,,,,,,,,,,,,,,,31.18437,0.24715376,22.082321,34.159668,37.134148,15.0518265,264.75623,285.5925,153.33917,150.38782,0.5613022,0.6754144,0.23728362,0.4403985,0.898238,0.66095436,7.118849,4.1985064,5.273672,3.1822762,0.29079756,0.8300665,22.641237,0.4393911,4.534453,3.2551453,14.820749,1.0308722,-2.7706435,-5.531328,0.06585023,1.6935943,1.4018854,0.6777777,4.780495,1.1125505,6.213214,2.5842423,16.91685,0.6833361,530.06366,0.44364583,1170.2742,0.22329402,-59.5193,-1.4005733,1626.7603,0.15630522,817.9651,0.5068259,-63.418636,-1.158747,2669.0505,0.102543905,799.8978,0.4720421,-64.22004,-1.1362797,-14.410009,-0.48491877,22.921116,0.36677766,0.009253782,4.416345,-0.016075086,-0.6440466,0.3335962,0.7672351,25.128996,0.33247045,4.0831494,3.512592,15.814645,1.0427929,-5.37544,-2.8705492,-11.090128,19.906015,-0.027968181,-0.005368705,0.16188906,3.6042945,2.6194146,0.28264704,0.22480461,0.09535714,0.13124356,-33.085274
Group_03_273,Group_03,,,,,,,,,,1,,,,1,,,,,,38.39885,0.21031922,36.98604,40.390438,43.464237,6.478199,285.645,404.4719,126.71647,131.38635,0.7387672,0.76342785,0.24627411,0.5676204,1.1495497,0.9032756,8.860896,6.2456594,7.1684365,5.3215747,0.59908074,0.9637291,18.13996,0.5257057,-0.07442127,-191.96967,11.075301,1.5878861,-1.2377254,-13.954387,0.06452179,1.5360265,1.5509539,0.63849694,5.6934834,0.8747808,8.986858,1.642052,13.564677,1.1441367,616.90717,0.40187997,1167.1091,0.22894695,-114.60199,-0.81448716,1721.5194,0.16596387,785.5293,0.4982309,-91.50374,-0.9445353,2772.6187,0.09336714,859.7343,0.47817957,-92.9131,-0.9162411,-13.318272,-0.5785192,22.502247,0.37509385,0.016557712,3.4851274,-0.013382556,-1.0319706,0.8157176,0.7978264,20.95289,0.44865495,-1.4803118,-11.049736,10.653269,1.9463145,-8.242009,-2.2105434,-14.789726,26.449968,-0.06057336,-0.001704149,0.2854687,2.8288543,1.7142857,0.34416667,0.7150345,0.261,0.30930406,-27.405891
Group_03_274,Group_03,,,,,,,,,,1,,,,1,,,,,,38.39885,0.21031922,36.98604,40.390438,43.464237,6.478199,285.645,404.4719,126.71647,131.38635,0.7387672,0.76342785,0.24627411,0.5676204,1.1495497,0.9032756,8.860896,6.2456594,7.1684365,5.3215747,0.59908074,0.9637291,18.13996,0.5257057,-0.07442127,-191.96967,11.075301,1.5878861,-1.2377254,-13.954387,0.06452179,1.5360265,1.5509539,0.63849694,5.6934834,0.8747808,8.986858,1.642052,13.564677,1.1441367,616.90717,0.40187997,1167.1091,0.22894695,-114.60199,-0.81448716,1721.5194,0.16596387,785.5293,0.4982309,-91.50374,-0.9445353,2772.6187,0.09336714,859.7343,0.47817957,-92.9131,-0.9162411,-13.318272,-0.5785192,22.502247,0.37509385,0.016557712,3.4851274,-0.013382556,-1.0319706,0.8157176,0.7978264,20.95289,0.44865495,-1.4803118,-11.049736,10.653269,1.9463145,-8.242009,-2.2105434,-14.789726,26.449968,-0.06057336,-0.001704149,0.2854687,2.8288543,1.7142857,0.34416667,0.7150345,0.261,0.30930406,-27.405891
Group_03_275,Group_03,,,,,,,,,,,,,,,,,,,,31.232386,0.25231513,24.14834,35.077805,36.92954,12.7811985,196.28976,104.46803,181.3036,129.5849,0.25771415,0.42139542,0.15459383,0.24291599,0.35699648,0.20240265,2.408784,1.7727396,1.4920385,0.60348576,0.11839894,0.46302357,23.923151,0.3318832,7.300257,1.761678,5.0981627,2.5409694,2.1203287,5.0088377,0.083563246,1.8008546,1.378784,0.48552555,3.631397,1.3331032,8.511261,2.5671804,22.717327,0.41761148,489.9522,0.27280512,1182.8239,0.15411864,-55.975426,-1.5052087,1555.8658,0.10466173,931.00366,0.31922293,-65.28896,-1.1817575,2594.4583,0.09224668,915.89453,0.5157291,-68.834816,-1.084864,-15.188465,-0.42984992,25.98791,0.25748962,-0.003725058,-9.295557,-0.012803284,-0.8061453,0.12923542,0.43169257,27.124826,0.22348645,4.229625,3.075951,4.220607,3.4114637,-0.8441909,-11.255013,-16.900295,26.639866,-0.03569847,-0.007469157,0.09142503,3.2142859,2.5454545,0.28714284,0.16849875,0.116000004,0.1105622,-43.805744
Group_03_276,Group_03,,,,,,,,,,,,,,,,,,,,29.850483,0.24519952,24.10707,33.189266,35.070362,10.963291,295.77014,406.255,151.33711,91.88394,0.23706222,0.41934985,0.14667335,0.2225314,0.32009274,0.17341939,2.2158158,0.964126,1.4802177,0.71577764,0.10310713,0.35466105,23.261734,0.32093614,13.491801,0.7848982,13.730693,0.86732894,-3.7287178,-3.5500278,0.06485102,1.669931,1.4149722,0.51208526,3.7855701,1.3762863,5.717974,1.7138453,23.91504,0.32888424,436.0602,0.18153363,1092.5405,0.14011875,-40.758675,-1.8625025,1607.3038,0.11123089,701.7735,0.45992285,-56.570156,-1.1839671,2650.3438,0.07409262,775.4472,0.51537126,-57.838413,-1.1457299,-17.72947,-0.23101749,24.366991,0.24741215,0.011789016,2.7824638,-0.021081122,-0.3989271,0.10999502,0.32637876,25.37533,0.23815577,11.496278,0.8959098,15.222564,0.8031488,-6.422206,-1.8295829,-18.050549,26.42396,-0.029341215,-0.016360879,0.07789079,4.2718444,2.6052105,0.30384615,0.2040565,0.074999996,0.04387482,-44.520428
Group_03_277,Group_03,,,,,,,,,,,,,,,,,,,,29.813534,0.24390873,24.046137,32.95919,34.9026,10.8564625,464.5124,575.18695,107.24426,65.81451,0.2517371,0.3720529,0.16953847,0.22828309,0.32859954,0.15906107,2.0021944,1.3558942,1.7754986,0.6977516,0.10999487,0.41577962,21.731628,0.3669295,10.522045,1.0396469,11.633806,0.9472152,-2.7682679,-4.6078224,0.06874657,1.9147742,1.4125154,0.49483192,3.9018955,1.3329198,5.753578,2.273229,20.751213,0.42248335,469.0374,0.2661812,1103.0697,0.15972485,-74.16126,-1.1990201,1609.1809,0.1224542,740.81305,0.46094602,-81.69984,-0.98602325,2673.9163,0.074793525,763.78815,0.5176276,-83.42007,-0.94799376,-16.19793,-0.2969056,23.570135,0.27349347,-0.002001649,-15.91236,-0.020178104,-0.52715445,0.12095396,0.40901974,24.700525,0.27354294,8.670264,1.2599423,13.873699,0.8623603,-7.300306,-1.672472,-15.328214,23.848774,-0.027561078,-0.012216668,0.089750424,4.1775455,4.5212765,0.13470589,0.10589215,0.074,0.051354975,-44.14493
Group_03_278,Group_03,,,,,1,,,,,,,,,,,,,,,33.8035,0.1353633,33.00981,34.50764,36.422134,3.412323,56.8999,36.464703,9.800798,26.39624,0.5088433,0.44740367,0.31237262,0.47749466,0.68637663,0.374004,5.32623,2.7266455,4.5259757,3.2040384,0.4042455,0.5570158,18.326092,0.53770345,10.00074,1.1384598,13.752396,0.96858245,5.95527,1.8191576,0.031411994,1.4208608,1.2823002,0.54468775,7.3577285,0.43327272,8.786366,1.840973,20.154799,0.372141,495.1764,0.39580294,1129.9426,0.18826489,-91.90611,-0.9799521,1566.089,0.1458266,816.0123,0.3175997,-91.16979,-0.89747405,2626.2368,0.09249986,760.8931,0.37161782,-92.73858,-0.869471,-17.404753,-0.3346294,26.81347,0.2584622,-0.031473007,-1.1265478,-0.010381604,-0.82540625,0.41921952,0.46408144,22.89237,0.2622515,8.476117,1.1904736,16.96992,0.7839163,2.5632086,4.4614563,-16.976782,26.90287,-0.07333311,-0.004894879,0.39501587,4.25,3.2994926,0.17692308,0.12231011,0.106153846,0.06627895,-33.317013
Group_03_279,Group_03,,,,,1,,,,,,,,,,,,,,,21.90132,0.35093662,14.613123,20.739923,31.90623,17.293108,398.1895,296.9303,293.36212,401.6086,0.1316411,0.28910515,0.09748299,0.1157935,0.16820046,0.07071748,1.3453096,0.7037295,1.2936238,0.8673802,0.061872613,0.3736235,20.526537,0.30524543,19.055977,0.27309293,13.316845,0.6194146,3.3245554,1.9090484,0.11779388,1.2396649,1.5957268,0.66215396,-0.52426773,-10.349121,11.487972,1.7084669,23.317509,0.25026676,438.74014,0.31133205,1174.7622,0.14970492,-120.885155,-0.70781446,1581.7659,0.1326827,870.9446,0.3747316,-129.30705,-0.59088254,2566.2495,0.073218994,873.34985,0.6842469,-128.6882,-0.59653926,-19.894066,-0.22289494,26.78395,0.21647541,-0.013410261,-1.8102548,-0.017066577,-0.51490957,0.07645422,0.27469465,23.468824,0.2737509,19.100552,0.2660326,16.735239,0.6432554,2.806841,2.7321134,-17.862226,25.64715,-0.026178602,-0.011060519,0.05134163,6.030151,3.626943,0.10285714,0.08843307,0.11444444,0.093939826,-51.323174
Group_03_280,Group_03,1,,1,,,,,,,,,,,,,,,,,13.296189,0.08795546,12.312632,12.778128,14.871545,2.5589132,26.981695,11.344013,42.12427,0,0.10557494,0.18376566,0.094027005,0.09773415,0.10884701,0.014820002,0.46455613,0.3114311,0.37524742,0.20165807,0.048886944,0.29336864,19.153091,0.09794551,17.77403,0.2334615,12.184146,0.27640957,4.963652,0.76279813,0,0,3.9851081,0,-7.042094,-0.49730402,24.43784,2.1879754,22.848618,0.20129678,431.23886,0.24572933,1320.3992,0.13720028,-180.48434,-0.22615774,1581.0793,0.08252531,919.87463,0.18309796,-182.41367,-0.2021847,2677.647,0.078088336,797.005,0.3172514,-182.11345,-0.20683582,-22.255733,-0.17776911,30.527344,0.20862788,-0.04168017,-0.688687,-0.009723719,-0.44714054,0.052044336,0.3471083,18.845434,0.06778424,19.304333,0.07795472,13.635938,0.27664074,7.074025,0.679386,-20.020405,28.69356,-0.040254686,-0.009979362,0.049127787,4.9180326,2.6086957,0.026666667,0.00942809,0.19799998,0.1072194,-54.416416
Group_03_281,Group_03,,1,,,,,,,,,,,,,,,,,1,31.147451,0.21659668,24.901863,33.81259,35.997692,11.095829,413.54434,508.18655,219.26028,560.9467,0.42064255,0.52735054,0.22712551,0.3891681,0.58833766,0.36121213,5.6428022,6.1369534,3.084558,1.8691454,0.21226172,0.846434,22.740904,0.4752504,8.7324915,1.4138901,6.659269,2.3598037,-1.2690456,-9.406588,0.062095933,1.7013019,1.288295,0.5979995,4.652833,1.0114121,7.0824575,2.206564,22.749723,0.5134475,550.2614,0.3084562,1265.669,0.1879068,-70.376305,-1.2412723,1647.7867,0.16135249,925.3578,0.38161352,-77.97003,-1.0127488,2706.1323,0.09570916,850.0943,0.463959,-80.50282,-0.95832783,-15.595141,-0.38300994,24.306858,0.30675793,-7.45E-05,-404.83704,-0.0185787,-0.5751246,0.22013907,0.51767045,26.615625,0.34096146,10.300665,1.1565412,7.484575,2.292465,-3.5579433,-3.3544924,-10.706619,21.07613,-0.031440627,-0.007403773,0.20111977,2.9481134,2.7380953,0.24086955,0.22442025,0.11649999,0.12232232,-37.93745
Group_03_282,Group_03,,1,,,,,,,,,,,,,,,,,,30.957895,0.25078997,21.425562,33.72766,36.596733,15.171171,170.50063,108.86402,99.292625,69.15961,0.5387308,0.7130852,0.21033823,0.452052,0.80383176,0.5934935,8.161718,5.3878226,7.1286235,6.8179893,0.2928002,0.95742273,25.318552,0.39877123,3.5753856,4.1914663,3.5772374,4.0384073,0.6950734,19.842924,0.052437484,2.0285544,1.3252445,0.82943124,4.064776,1.4007081,5.62084,1.8857696,20.36339,0.42533505,566.644,0.39934272,1223.264,0.18812872,-70.21563,-1.2912931,1611.9185,0.14919236,885.6571,0.3775364,-74.20921,-1.1079141,2649.5908,0.09824227,809.922,0.3537382,-76.671486,-1.0508277,-13.414969,-0.43847117,22.202768,0.3390373,0.024504008,1.4906797,-0.019504627,-0.5800843,0.36721796,0.82687014,27.800133,0.34376335,1.4951787,9.827687,4.8560867,3.1043475,-2.3897204,-6.0222845,-13.232181,25.678099,-0.031402886,-0.005354014,0.13841543,3.7583895,2.841678,0.23047619,0.1862532,0.13125,0.14598267,-33.863888
Group_03_283,Group_03,,1,,,,,,,,,,,,,,,,,,29.008177,0.28451523,20.857111,32.95227,35.77238,14.91527,226.5851,208.46758,129.83705,102.0566,0.48178822,0.8258868,0.17486009,0.34552002,0.73049664,0.5556365,9.69769,6.020512,8.520541,8.6660595,0.26874998,1.0068916,23.091911,0.44014025,6.5969777,2.310672,4.33631,3.3542554,2.1622138,4.9927692,0.07871421,2.1200051,1.3940771,0.68688285,2.2699656,2.7755547,7.879507,1.8136556,21.661224,0.4208125,553.6154,0.37549996,1239.9183,0.1765265,-85.47239,-1.0904143,1619.1996,0.14401862,916.11926,0.3583795,-89.6746,-0.9557306,2660.4268,0.09935395,842.18066,0.3682982,-91.94925,-0.9129189,-14.143572,-0.4535715,22.936829,0.33221868,0.017810693,2.1026852,-0.018167036,-0.623826,0.35545185,0.85527456,26.73352,0.3367596,4.4782805,3.438745,6.165977,2.5450764,-1.9688803,-5.652434,-13.256691,25.283178,-0.030577492,-0.002976582,0.14755318,2.955665,3.3222592,0.1705,0.19239217,0.12055555,0.12299376,-34.73976
Group_03_284,Group_03,,,,,,,,,,,,,,,,,,,1,23.188301,0.1110349,21.234583,23.990881,25.439611,4.2050285,173.58293,27.74741,101.676254,34.845207,0.35908404,0.4369325,0.19411987,0.34641728,0.47126776,0.2771479,8.277855,5.8576617,3.437661,2.175409,0.2130761,0.5157595,27.790728,0.20224512,-2.2907383,-4.389122,4.172471,2.9859753,1.1376749,10.512097,0.11747994,1.0956645,1.771117,0.3065303,-0.48594946,-6.6781645,-0.7747694,-10.008055,20.052158,0.46337685,681.3563,0.31235778,1270.3407,0.14539234,-96.77286,-0.94635385,1730.3218,0.14803654,1011.51025,0.26476452,-100.74177,-0.8724646,2859.8943,0.10590951,941.8506,0.17733559,-104.03979,-0.81577045,-13.8113165,-0.37262908,24.339846,0.3169471,-0.012721059,-2.910546,-0.01304894,-1.1693491,0.206128,0.46260792,28.890503,0.18194595,-1.0911887,-9.878145,2.454202,5.3014917,1.3662908,8.02152,-11.583492,20.494543,-0.013933104,-0.016503751,0.24891981,5.9701495,6.557377,0.067499995,0.047631398,0.065,0.035707142,-41.30097
Group_03_285,Group_03,,,,,,,,,,,,,,,,,,,,30.452934,0.32039383,21.150517,36.969765,38.812828,17.662312,375.21704,191.6561,72.23557,76.874344,0.30437914,0.5355158,0.12651734,0.29659927,0.4646509,0.33813357,6.4000316,6.960785,3.4797244,2.0975878,0.13853945,0.88275874,24.298721,0.33841515,3.4509892,3.3031504,4.9053497,2.857912,-1.3169177,-9.955616,0.043863248,1.6579161,1.3651488,0.7437289,2.327085,2.6019137,3.86119,6.447965,20.06386,0.5979894,633.02313,0.26631576,1341.5654,0.14762057,-71.52,-1.1762823,1598.7588,0.14002451,1003.3845,0.3198717,-75.56082,-1.0576237,2780.8623,0.073554516,792.7702,0.44710153,-82.05964,-0.9156566,-12.834776,-0.4376187,25.880878,0.24284795,-0.012965922,-2.525592,-0.00952769,-1.1580362,0.15641254,0.9219055,27.766535,0.21577665,1.3946819,7.6646595,0.8167939,16.516378,-5.963381,-2.1070058,-14.712488,26.092127,-0.049729403,-0.000519334,0.11015141,4.7169814,3.8834953,0.16375,0.15936886,0.09833333,0.06914156,-42.74083
Group_03_286,Group_03,,,,,,,,,,,,,,,,,,,,32.19044,0.28058535,22.702702,36.513924,38.6065,15.903797,453.4399,419.68353,126.2887,156.78223,0.23366182,0.9079317,0.11674919,0.17850864,0.31611118,0.19936198,3.3626103,1.9875592,1.9325366,2.1177375,0.11989702,1.3463928,23.440887,0.29491335,9.389898,1.2569947,12.666006,0.9675575,4.6443872,2.1547298,0.05887936,1.4140344,1.3509879,0.54887563,4.460819,1.4073658,10.024584,1.1686918,20.950853,0.37408707,533.37604,0.41653177,1250.0824,0.14776658,-107.38497,-0.8457875,1603.1771,0.14191805,954.7975,0.28650066,-97.82049,-0.8499136,2694.4612,0.08953425,798.2199,0.3537727,-100.56231,-0.8025719,-17.230688,-0.4572008,27.224716,0.29464084,-0.020898072,-1.3397944,-0.01070475,-0.883112,0.15167677,1.3544474,26.336353,0.25624314,8.559738,1.5950449,13.307122,1.0310742,3.1515331,3.338084,-16.281103,26.462698,-0.037801735,-0.007619612,0.078804955,0.9404389,2.5477707,0.2175,0.17746478,0.19666666,0.2452663,-42.415703
Group_03_287,Group_03,1,,,,,,,,,,,,,,,,,,,30.966225,0.26411635,22.844707,34.865616,37.366917,14.522209,603.54944,779.3263,144.27736,222.94292,0.3226066,0.6533298,0.15959652,0.26291928,0.43825442,0.2786579,4.605611,3.454801,2.954426,2.058581,0.17148474,0.7991286,22.331804,0.4867121,13.401013,0.9074392,13.312519,1.1963751,-1.0916691,-13.166852,0.05974735,1.8460594,1.2623067,0.6441066,5.2928395,0.96527785,10.621856,1.4605196,22.057104,0.45061675,485.17145,0.34967372,1221.609,0.19977696,-81.155174,-1.0921211,1596.5099,0.16832852,890.4362,0.4729879,-79.88534,-0.9821154,2655.2854,0.09583917,848.22156,0.5030592,-81.5915,-0.94436413,-17.75853,-0.39570102,26.54254,0.31822503,-0.009602515,-3.5683086,-0.017170617,-0.61082137,0.19045693,0.7721272,25.95508,0.34528664,12.186137,1.0322798,14.062115,1.2460482,-4.869007,-2.938606,-17.219557,26.995651,-0.04629495,-0.007812009,0.13161713,3.3707867,2.8893588,0.22780487,0.24823782,0.1005,0.08169913,-39.023846
Group_03_288,Group_03,1,,,,,,,,,,,,,,,,,,,28.485312,0.2347778,21.579033,32.326935,34.763474,13.184441,527.4634,699.1328,147.10315,195.95547,0.38388425,0.6552559,0.18564141,0.2970272,0.55539703,0.36975563,4.8916397,3.655823,3.6379728,2.5525725,0.20552652,0.69721127,25.963493,0.40323168,12.035834,1.1469539,9.012838,1.5163945,-4.0834627,-4.2716765,0.06782159,1.8237727,1.1152662,0.6050795,4.87506,0.9632469,6.4858594,1.220744,24.298523,0.34997928,480.24402,0.37553352,1271.1394,0.17131267,-65.50992,-1.3511281,1528.7894,0.2007145,994.7055,0.37476563,-71.6239,-1.1235117,2591.1257,0.11596063,859.36316,0.6090113,-75.11033,-1.0361774,-18.694643,-0.33367756,27.618006,0.24644916,0.001994403,18.391043,-0.022300927,-0.48972893,0.22415176,0.70398223,29.995895,0.28917298,11.502281,1.3011768,8.897178,1.7017106,-9.52521,-1.776576,-19.026878,29.79671,-0.055731583,-0.006638456,0.16375977,3.3248084,2.5906737,0.261,0.17558189,0.105,0.11047624,-36.84341
Group_03_289,Group_03,,,,,,,,,,,,,,,,,,,,32.743866,0.2923658,23.592413,37.820152,41.647476,18.055063,302.82535,267.6632,807.9856,1264.5688,0.23929022,0.59442675,0.11615613,0.17407481,0.4007545,0.28459838,1.3267933,0.8710975,1.35889,1.6187642,0.11331231,0.594431,22.424936,0.24018633,10.529511,0.7730084,10.420453,1.3200883,-0.10814807,-106.29771,0.045492087,1.268426,1.2941381,0.6177702,5.164835,1.1345766,10.561183,1.9408499,17.388561,0.7825905,467.12125,0.24363646,1273.352,0.13710369,-129.07204,-0.66709226,1628.1041,0.18188278,965.323,0.53759545,-119.14434,-0.69445515,2619.792,0.07442183,812.7404,0.5433627,-120.761536,-0.6694764,-17.349632,-0.31772763,26.786577,0.20771062,-0.01669915,-1.5023179,-0.015131229,-0.5632606,0.15314732,0.52068985,24.783066,0.24408153,11.797163,0.5967843,15.079468,1.1401038,-6.79895,-1.8541567,-16.045504,28.198824,-0.036667977,-0.005555798,0.080036595,2.6200874,3.125,0.13714285,0.17408653,0.16,0.06676184,-41.43719
Group_03_290,Group_03,,,,,,,,,1,,,,,,,,,,,34.691757,0.17111227,34.785496,36.966934,37.935497,3.1500015,197.46562,120.04633,69.04038,76.722725,0.3002763,0.3810627,0.19014819,0.28886074,0.39809328,0.2079451,3.465187,1.9712125,2.3488197,1.229453,0.13804586,0.46081054,27.485147,0.26598725,13.624909,0.7435265,21.99446,0.6966934,0.34661147,38.626656,0.032893095,1.7272562,1.0122991,0.7081845,8.907935,0.5093896,12.003886,0.6925603,20.790918,0.5331242,552.38654,0.41265678,1213.5238,0.17494157,-43.75873,-1.3999141,1745.475,0.17277622,833.792,0.59141666,-47.924244,-0.94910336,2777.2483,0.11772123,899.035,0.42575818,-47.456493,-0.97250056,-20.29798,-0.32408214,29.087992,0.33323684,-0.013194017,-2.039316,-0.014157287,-0.53269774,0.1411003,0.4664676,28.448524,0.23037088,13.231085,0.71634644,23.57769,0.62782615,-0.52234566,-26.00675,-17.856144,26.06984,-0.034082804,-0.008870567,0.121204495,4.109589,1.6713092,0.53499997,0.3093407,0.054,0.024979994,-39.31118
